"English"	"OldOrcish"	"ProposedOrcish"
"appraising"	"ap26-30-appraising-01699a"	"aaei-dravi-gorin"
"appreciate"	"ap26-30-appreciate-f3e823"	"hrowk-hrowkuk-caves"
"appreciated"	"shad-aprekiat-f09-ash"	"dakukash-hrowkur-kobold-dorn"
"appreciates"	"ap26-30-appreciates-594767"	"dakururi-dakuruk-dwarfuk-here"
"appreciating"	"ap5-appreciat-6f5-in"	"aproakh-bibnaki-grodui-gorash"
"appreciation"	"ap26-30-appreciation-be49f6"	"goruk-darg-khang-kangsin"
"appreciative"	"shad-aprekiativ-0fc"	"arandia-hekin-goblin-dok"
"appreciatively"	"ap31-36-appreciatively-656c16"	"dcf-dravin-brakuk-hekash"
"apprehended"	"freq100-apprehended-2bdee0"	"bibnakin-hroguk-in-dargu"
"apprentice"	"ap26-30-apprentice-042b8f"	"aef-brukash-gentle"
"approaches"	"ap3-aproakhe-8cei"	"banti-dakuru-gruuli"
"approaching"	"ap16-20-approaching-1a28e6"	"ashur-brakur-kal-cee"
"appropriate"	"ap3-apropriate-c39"	"grod-gashash-flat-dwarf"
"appropriated"	"ap26-30-appropriated-69e6a8"	"deornoth-hrowkin-grot-draviki"
"approve"	"freq100-approve-74e216"	"dornuk-hrowk-brakuk"
"approved"	"freq100-approved-2687f8"	"bib-faf-kobold"
"approximately"	"ap16-20-approximately-5f79c8"	"darguk-dwimmer-helix-flit"
"april"	"ap21-25-april-aa6890"	"gash-dravash"
"apron"	"freq100-apron-e79e8a"	"hekui-gashur"
"aqua"	"ap16-20-aqua-143ea1"	"ardenuk-dakash"
"aquarium"	"freq100-aquarium-cfb685"	"grrtuk-grodu-forge"
"aquatic"	"ap16-20-aquatic-1e3f84"	"bantash-daki-flow"
"ar"	"freq100-ar-ab5b62"	"gashash-dff"
"arab"	"freq100-arab-fb7808"	"hrowkuri-dwarfuk"
"arabic"	"freq100-arabic-fbec97"	"hrowkuri-ik-gorash"
"arabs"	"freq100-arabs-c77f47"	"grodu-elfi"
"arc"	"shad-ark-404"	"burdock-dargur"
"arcade"	"freq100-arcade-d74c69"	"gurmog-dargin-eastdale"
"arch"	"freq100-arch-890cab"	"dwarfuk-bant"
"archaic"	"ap16-20-archaic-7f284f"	"dravkui-brakur-doku"
"archbishop"	"freq100-archbishop-08d273"	"aelfuk-hekruh-exieuk"
"arched"	"ap21-25-arched-3d183c"	"brukin-bibnak-dargu"
"archers"	"ap26-30-archers-16970d"	"ash-gabh-bitin"
"arches"	"ap4-arkhe-586i"	"draviki-falsta-fletragi"
"archie"	"freq100-archie-a5cd1d"	"flitu-heki-brukur"
"architect"	"ap16-20-architect-f2e40f"	"hrowgauk-hrowkai-brak"
"architect's"	"ap16-20-architectuk-56d7db"	"dakuri-hekuk-ik"
"architect’s"	"ap16-20-architectuk-76f3dd"	"draku-jorun-imla"
"architectural"	"ap16-20-architectural-a14c16"	"flind-dargin-brakuk-darguk"
"architecture"	"ap21-25-architecture-4ca303"	"cromm-giodon-bdci-gur"
"archive's"	"ap16-20-archiveuk-008dcf"	"aae-fentrest-hrowgai"
"archive’s"	"ap16-20-archiveuk-fc9184"	"hush-flindi-flow"
"archives"	"ap26-30-archives-de848a"	"heki-exieuk-gashi"
"archivist"	"ap21-25-archivist-599e04"	"dakururi-gashur-bib"
"archivist's"	"ap31-36-archivists-cabfda"	"grot-grukh-hush"
"archivist’s"	"ap31-36-archivists-0ba351"	"agh-giodon-dorn"
"archivists"	"ap31-36-archivists-b8b356"	"gor-grodh-drav"
"archly"	"shad-arkh-890-uk"	"grukhur-groduk-dokash"
"archway"	"ap16-20-archway-3c3ffb"	"brukash-daki-krag"
"arctic"	"freq100-arctic-806a7e"	"dravu-dravik-fletragi"
"arden-vul"	"ap31-36-arden-vul-84f140"	"drukhi-in-dca"
"arduous"	"ap31-36-arduous-aae800"	"gash-hrowkuk-barrow"
"areas"	"ap31-36-areas-9f88d2"	"flat-falsta"
"aren"	"freq100-aren-9d706a"	"fce-dravur"
"arena"	"freq100-arena-572e31"	"dakuru-brukur"
"ares"	"freq100-ares-8b24c1"	"eastdale-brakin"
"argentina"	"freq100-argentina-3a7395"	"brand-drukhi-gog"
"argh"	"freq100-argh-f747a5"	"hrowkin-dakuruk"
"arguably"	"ap26-30-arguably-a20b87"	"flindi-bae-gakh"
"argue"	"freq100-argue-92a475"	"evazhun-goblin"
"argued"	"freq100-argued-166a15"	"ash-dravik-braku"
"arguing"	"freq100-arguing-155961"	"arhk-depth-drukh"
"argument"	"ap3-argument-b74"	"gog-dargur-flitu"
"arguments"	"freq100-arguments-b19201"	"gentle-flit-bbc"
"ariel"	"freq100-ariel-40405c"	"burdock-dakkin"
"arise"	"freq100-arise-877d41"	"dwarf-efekt"
"aristocrats"	"freq100-aristocrats-03b7d7"	"adc-grodui-hrowkuk-demand"
"arizona"	"freq100-arizona-054da1"	"aele-dargu-grod"
"ark"	"freq100-ark-004b37"	"aae-dargi"
"arkansas"	"freq100-arkansas-958272"	"exieuk-exarchuk-exie"
"armadillo"	"freq100-armadillo-962c99"	"exodore-brukin-gori"
"armed"	"ap21-25-armed-dc083d"	"hekfa-ashuk"
"armies"	"freq100-armies-032b33"	"adc-brukash-dakur"
"armored"	"ap16-20-armored-769ff5"	"draku-gashuri-khaluk"
"armory"	"ap16-20-armory-e7d5f3"	"hekui-heku-khali"
"armpits"	"ap21-25-armpits-62ae6f"	"dca-goth-ender"
"armstrong"	"freq100-armstrong-7ff26c"	"dravkui-issenda-efekt"
"army"	"freq100-army-b2fd5c"	"ghash-karnu"
"arnold"	"freq100-arnold-1e8485"	"bantash-exieuk-forge"
"aroused"	"freq100-aroused-c92710"	"groduk-brakuk-brakari"
"arrange"	"freq100-arrange-3c1f27"	"brukash-bitu-cee"
"arranged"	"freq100-arranged-902c3b"	"elfi-brukin-dargin"
"arrangement"	"freq100-arrangement-438b5e"	"burzuk-fcd-dravu-dwimmer"
"arrangements"	"freq100-arrangements-c285c1"	"grimuk-exodore-hekruh-gashash"
"array"	"ap26-30-array-dbe42c"	"hekash-hrowkai"
"arrest"	"gor-dargu-d4a"	"dravkui-bit-brak"
"arrested"	"freq100-arrested-006f23"	"aae-dravu-caves"
"arresting"	"freq100-arresting-668e08"	"dedi-flat-bibnaki"
"arrests"	"freq100-arrests-14d17d"	"ardenuk-hekmoguk-flat"
"arrive"	"ap21-25-arrive-6dc09a"	"disaster-grukhur-gorin"
"arrived"	"ap4-ariv-b6b-ash"	"crossbow-barrow-bibnakin"
"arrives"	"freq100-arrives-90c7ac"	"elfi-gurmogi-grrt"
"arriving"	"freq100-arriving-e1c15c"	"hekmogi-grum-dravku"
"arrogance"	"ap21-25-arrogance-e0ac1b"	"hekmog-goru-brukin"
"arrogant"	"ap21-25-arrogant-d471a5"	"gruuli-drow-grodu"
"arrow's"	"ap31-36-arrows-df48f3"	"hekin-dakururi-khali"
"arse"	"freq100-arse-affc87"	"gashur-karnt"
"arsenal"	"freq100-arsenal-15c6d6"	"arhk-gurmog-hrowku"
"arson"	"freq100-arson-4ebff2"	"dak-grukh"
"artery"	"freq100-artery-a2345e"	"flindi-caves-dravu"
"arthur"	"freq100-arthur-befa15"	"goruk-kar-braku"
"article"	"freq100-article-84393a"	"drukhi-chesire-dargi"
"articles"	"freq100-articles-906c7f"	"elfi-dravin-flind"
"articulated"	"ap16-20-articulated-f6cb78"	"hrowkash-hekfa-falstauk-hekui"
"artificer"	"ap16-20-artificer-0331db"	"adc-burzi-ik"
"artificial"	"freq100-artificial-4d2971"	"crossbow-brand-exarchuk"
"artillery"	"freq100-artillery-742229"	"dornuk-brakash-colossal"
"artist"	"freq100-artist-70b1e8"	"doki-grimuk-kangstuk"
"artistic"	"freq100-artistic-d5bd6c"	"gruuluk-grrt-efekt"
"artists"	"freq100-artists-40cc7f"	"burdock-hekfai-flind"
"arts"	"freq100-arts-907dec"	"elfi-efekt"
"asap"	"freq100-asap-1f4105"	"banti-dakku"
"ascend"	"ap21-25-ascend-2ea802"	"biti-gorash-bdc"
"ascended"	"ap31-36-ascended-db1302"	"hekash-bdc-bdc"
"ascending"	"ap21-25-ascending-f8ad01"	"hrowku-goruk-bbc"
"ascent"	"ap21-25-ascent-5e3d4a"	"dargu-dak-dff"
"ash"	"ap16-20-ash-037d39"	"adc-efekt"
"ashamed"	"freq100-ashamed-b6d9e5"	"goblini-helix-kaat"
"asher"	"freq100-asher-0a9a9c"	"agarici-gashash"
"ashes"	"freq100-ashes-b9b48e"	"gorash-grodhi"
"ashore"	"freq100-ashore-3745df"	"braku-dakuri-imperial"
"ashtray"	"freq100-ashtray-cda012"	"grow-gentle-braki"
"asia"	"freq100-asia-ee139b"	"hrogarai-bdc"
"asian"	"freq100-asian-eb119e"	"here-barrow"
"aside"	"ap3-aside-d07"	"grukh-ebb"
"ask"	"ap3-ask-2f2"	"bitin-burdock"
"asked"	"shad-ask-2f2-ash"	"grodin-drav"
"asleep"	"ap21-25-asleep-ea51ae"	"helix-dca-grukh"
"aspect"	"ap5-aspect-e67"	"goru-fcd-khalin"
"aspects"	"freq100-aspects-3b6320"	"bruk-dornuk-burzi"
"aspirin"	"freq100-aspirin-aa260d"	"gash-braku-bitin"
"ass"	"freq100-ass-2062f8"	"bantin-dorn"
"assassin"	"freq100-assassin-c5c2e5"	"grodhi-gruul-kaat"
"assassinated"	"freq100-assassinated-eef645"	"hrogarai-kaat-demand-gashash"
"assassination"	"freq100-assassination-471358"	"cbdi-bdc-dravi-dug"
"assassins"	"freq100-assassins-bc0ca1"	"gorin-bant-grod"
"assault"	"ap16-20-assault-8b0740"	"eastdale-ashi-dca"
"assaulted"	"freq100-assaulted-53fcc4"	"dakuk-karnt-heku"
"assemble"	"freq100-assemble-63ebfa"	"dcbi-hush-korvin"
"assembled"	"freq100-assembled-34553b"	"braki-dedi-dargin"
"assembly"	"ap16-20-assembly-e020bd"	"hekmog-brak-hekin"
"asses"	"freq100-asses-dc2abe"	"hekfa-bruk"
"assessment"	"ap21-25-assessment-89c08f"	"dwarfuk-grukhur-gentle"
"asset"	"freq100-asset-d59386"	"gruuluk-flitin"
"assets"	"ap21-25-assets-8bf729"	"eastdale-kal-colossal"
"asshole"	"freq100-asshole-f50c51"	"hrowkai-bant-dorn"
"assholes"	"freq100-assholes-265785"	"bib-demetra-forge"
"assign"	"freq100-assign-9300b4"	"exarchuk-archon-gur"
"assigned"	"ap16-20-assigned-2ebb92"	"biti-grotin-giodon"
"assignments"	"freq100-assignments-ef8dcf"	"hroguk-fentrest-hrowgai-flitin"
"assist"	"ap31-36-assist-7b0363"	"dravik-ardenuk-dug"
"assistance"	"freq100-assistance-bfa110"	"goth-ghash-brakari"
"assistant"	"ap21-25-assistant-a39a7f"	"flit-gashash-flind"
"assistants"	"freq100-assistants-eea82f"	"hrogarai-gorash-dakkin"
"associate"	"freq100-associate-178b6e"	"ashdak-fcd-elfi"
"associated"	"ap31-36-associated-de38e0"	"heki-cee-in"
"associates"	"freq100-associates-3d954d"	"brukin-flow-dokash"
"association"	"ap3-asokiashun-0b5"	"agh-dca-devis-cbd"
"assume"	"ap26-30-assume-82e05d"	"drow-hrowgai-dravkui"
"assumed"	"freq100-assumed-ab3200"	"gashash-burzuk-barrow"
"assuming"	"ap4-asum-d90-in"	"aproakh-gashuri-darg"
"assumption"	"freq100-assumption-c081dd"	"grak-evazhun-imla"
"assurance"	"freq100-assurance-9b2d53"	"fcb-bruku-dragonuk"
"assure"	"freq100-assure-63be80"	"dcbi-grrtuk-flindi"
"assured"	"freq100-assured-4d3a22"	"crossbow-colossal-cab"
"astableon"	"ap21-25-astableon-aba479"	"gashash-goblin-fcb"
"asthma"	"freq100-asthma-695b2e"	"deornoth-dff-daki"
"astride"	"prep100lt-astride-3d1965"	"brukin-bibnaki-dwarf"
"astrologies"	"ap16-20-astrologies-73d11b"	"dorn-hekmoguk-brukin-flow"
"astronaut"	"freq100-astronaut-df0c29"	"hekin-bant-colossal"
"astronauts"	"freq100-astronauts-d504ff"	"gruuluk-arhk-krubi"
"asylum"	"freq100-asylum-00e4f2"	"aae-hrowkai-khalash"
"ate"	"freq100-ate-6983e4"	"deornoth-exie"
"athame"	"ap16-20-athame-fc1979"	"hush-bibnaki-fcb"
"athens"	"freq100-athens-be2177"	"goruk-brakari-falsta"
"athlete"	"freq100-athlete-23a1f7"	"bbc-ghash-klap"
"athletes"	"freq100-athletes-8633e3"	"dugi-cab-ka"
"athletic"	"freq100-athletic-b0abb7"	"gashuri-gorin-gurmoguk"
"athwart"	"prep100lt-athwart-64eca2"	"dcd-ik-grodh"
"atk"	"ap4-atk-bf3"	"goth-cee"
"atlanta"	"freq100-atlanta-d3ecc5"	"gruul-ik-hekui"
"atlantic"	"freq100-atlantic-707ff1"	"doki-elfi-khal"
"atlantis"	"freq100-atlantis-009dba"	"aae-gashu-hekfa"
"atm"	"freq100-atm-fe31da"	"iku-burzi"
"atmosphere"	"ap16-20-atmosphere-bfd5a8"	"goth-heku-grot"
"atmospheric"	"ap26-30-atmospheric-02cc2c"	"aba-hekfai-dak-great"
"atom"	"freq100-atom-1bf521"	"ata-kaag"
"atomic"	"freq100-atomic-fd4332"	"ik-dakukash-dakukash"
"atoms"	"ap16-20-atoms-bb112e"	"gori-barrow"
"atta"	"freq100-atta-57ce7e"	"dakuru-hekin"
"attaboy"	"freq100-attaboy-f74079"	"hrowkin-dakkin-fcb"
"attach"	"freq100-attach-a91900"	"gakh-bibnaki-barrow"
"attached"	"ap16-20-attached-55d906"	"dakur-helix-bibi"
"attained"	"ap16-20-attained-db1b6e"	"hekash-bibuk-elfi"
"attempt"	"ap4-atempt-c7c"	"grodu-hekin-dwarfi"
"attempted"	"freq100-attempted-6436fe"	"dcd-cbdi-krub"
"attempting"	"ap21-25-attempting-c8c116"	"grodui-grum-brakuk"
"attempts"	"ap26-30-attempts-1ac7d6"	"ashur-gurmogi-hrowku"
"attend"	"freq100-attend-192f9a"	"ashuk-burdock-gorin"
"attendance"	"freq100-attendance-5a3bcb"	"darg-cromm-hrogar"
"attendant"	"freq100-attendant-7c5e0e"	"draviki-dokash-bitu"
"attended"	"freq100-attended-70cb54"	"doki-hekfa-draku"
"attending"	"freq100-attending-e9cae6"	"hekur-hekash-kal"
"attentiveness"	"ap26-30-attentiveness-24fd68"	"bdc-karnu-dwimmer-demetra"
"attenuate"	"ap31-36-attenuate-bdf7ac"	"goru-kal-grrt"
"attenuated"	"ap31-36-attenuated-7a916e"	"dravi-flindi-elfi"
"attic"	"freq100-attic-87bb17"	"dwarf-grotin"
"attila"	"freq100-attila-7aa7ec"	"dravi-gor-karnu"
"attitude"	"freq100-attitude-b67cab"	"goblini-ecd-grow"
"attorney"	"freq100-attorney-5561ba"	"dakur-dokur-hekfa"
"attorneys"	"freq100-attorneys-124437"	"arcturus-dakur-dakururi"
"attract"	"freq100-attract-8bec0a"	"eastdale-ik-bibuk"
"attraction"	"ap4-atrakshun-21c"	"bantuk-grukhur-krag"
"attractive"	"freq100-attractive-6ef3b0"	"dok-jorun-grum"
"attunement"	"ap26-30-attunement-93348c"	"exarchuk-caves-gashu"
"attunes"	"ap31-36-attunes-7158d8"	"doku-deornoth-hrowkur"
"auction"	"freq100-auction-95482b"	"exieuk-dakururi-crossbow"
"audacity"	"ap16-20-audacity-3ec3a0"	"bruku-gruuli-grimuk"
"audible"	"ap21-25-audible-961281"	"exodore-bbc-flit"
"audience"	"ap16-20-audience-adf0e0"	"gashin-imperial-in"
"audio"	"freq100-audio-6ed891"	"dok-hekur"
"audition"	"freq100-audition-e20e11"	"hekmoguk-banti-brakash"
"auditions"	"freq100-auditions-4b85c4"	"colossal-exodore-heku"
"auditory"	"ap16-20-auditory-670527"	"demand-ash-cee"
"august"	"freq100-august-c2afdd"	"grimuk-grak-imla"
"aunt"	"freq100-aunt-a892fe"	"gabh-flit"
"auntie"	"freq100-auntie-0a27ca"	"agarici-brakuk-hrog"
"auras"	"ap16-20-auras-38193c"	"brakuk-bibnaki"
"aurimignos"	"ap5-aurimigno-d1ai"	"burzi-fa-krubi"
"aurora"	"freq100-aurora-9b8902"	"fcb-falstauk-bdc"
"austin"	"freq100-austin-c7c131"	"grodu-grum-dakuk"
"australia"	"freq100-australia-c585f1"	"grodhi-exodore-khal"
"australian"	"freq100-australian-103404"	"arandian-caves-bib"
"austria"	"freq100-austria-711273"	"doku-bbc-exieuk"
"authentic"	"freq100-authentic-343600"	"braki-cbdi-barrow"
"authentication"	"ap21-25-authentication-b9d906"	"gorash-helix-bibi-dargash"
"authoritative"	"ap21-25-authoritative-df39bb"	"hekin-chesire-hekfai-grotin"
"authorities"	"shad-authoriti-8f7i"	"fa-demand-fa-gashu"
"authorization"	"freq100-authorization-cbb82e"	"grotash-groduk-daki-hrowgai"
"authorize"	"freq100-authorize-4a2dbd"	"chesire-bruku-hekin"
"authorized"	"ap16-20-authorized-04dd9c"	"aef-hrogarai-goruk"
"authorizes"	"ap21-25-authorizes-4b545f"	"colossal-dcf-dravur"
"auto"	"freq100-auto-929260"	"evazhun-flit"
"auto-hit"	"ap26-30-auto-hit-e4d244"	"hekruhi-hekruh-dedi"
"autograph"	"freq100-autograph-cc8da9"	"grotin-fentrest-grotash"
"autographs"	"freq100-autographs-3794d3"	"braku-flitu-hrowkai"
"automated"	"ap26-30-automated-3c1a56"	"brukash-bibnakin-drav"
"automatic"	"ap21-25-automatic-53e0ff"	"dakuk-hrowgai-krubi"
"automatically"	"freq100-automatically-83ccca"	"drukh-hekfai-hrog-colossal"
"automobile"	"freq100-automobile-f4c7ec"	"hrowka-gurmogi-karnu"
"autopsy"	"freq100-autopsy-3b8e88"	"bruk-flat-gash"
"autumn"	"freq100-autumn-defae0"	"heki-kar-in"
"auxiliary"	"freq100-auxiliary-49143c"	"cee-bdci-dargu"
"ava"	"freq100-ava-bf446e"	"goth-dakur"
"available"	"ap5-available-e48"	"hekfai-helix-flit"
"avalanche"	"freq100-avalanche-bb93cf"	"gori-flitin-hrowgai"
"avalon"	"freq100-avalon-657cd4"	"dcf-ecd-hrowkash"
"avatar"	"ap21-25-avatar-87bbe8"	"dwarf-grotin-kangstuk"
"aveda"	"ap21-25-aveda-a794ed"	"forge-flitu"
"avenge"	"freq100-avenge-47e6ac"	"cbdi-hrowkin-grrt"
"avenger"	"freq100-avenger-f7e7dd"	"hrowkin-hrowku-imla"
"avenue"	"freq100-avenue-125ec1"	"arcturus-dokash-hekruh"
"average"	"freq100-average-184df9"	"ashi-dargu-koboldi"
"averted"	"ap21-25-averted-8358a6"	"drukh-deornoth-grodui"
"avoided"	"freq100-avoided-8b24a4"	"eastdale-brakin-grodin"
"avoiding"	"freq100-avoiding-4cc7f1"	"cromm-gurmogi-khal"
"avoids"	"ap26-30-avoids-8ceb3b"	"ebb-hush-dargin"
"aw"	"freq100-aw-f5fe88"	"hrowkai-keep"
"await"	"freq100-await-1aefe4"	"ashur-imlauk"
"awaiting"	"ap21-25-awaiting-01b7bf"	"aaei-grodui-hekmogi"
"awaits"	"freq100-awaits-674791"	"demand-dakuruk-gio"
"awake"	"ap16-20-awake-f24594"	"hrowgauk-dakuri"
"awaken"	"ap16-20-awaken-cdd35a"	"grow-hekruhi-draviki"
"awakened"	"ap31-36-awakened-e9d5ee"	"hekur-heku-kelnagak"
"awakening"	"ap31-36-awakening-ffa839"	"imla-gorash-dargash"
"awards"	"ap31-36-awards-27cb2b"	"bibash-hekfa-crossbow"
"aware"	"ap21-25-aware-8bf9fd"	"eastdale-kangstuk"
"awareness"	"freq100-awareness-567499"	"dakuri-dug-gori"
"awe"	"ap3-awe-589"	"dakuruk-flit"
"awed"	"ap16-20-awed-751303"	"dragonuk-bdc"
"awesome"	"ap26-30-awesome-705db0"	"doki-dok-grum"
"awful"	"freq100-awful-87e131"	"dwarf-hrowgauk"
"awfully"	"freq100-awfully-81e0ec"	"dravur-hrowgai-karnu"
"awhile"	"freq100-awhile-8ee2d6"	"efekt-hrowk-hrowku"
"awning"	"ap26-30-awning-e2ca64"	"hekmoguk-hekash-dugi"
"awoken"	"ap16-20-awoken-6293d3"	"dca-flitin-hrowkai"
"awol"	"freq100-awol-b1b691"	"gentle-grodu"
"ax"	"freq100-ax-5e8537"	"dargu-exodore"
"axel"	"freq100-axel-4183b9"	"burz-exie"
"axis"	"ap31-36-axis-d39c11"	"gruul-gashin"
"axle"	"ap16-20-axle-cd18f5"	"grow-bibnak"
"ay"	"freq100-ay-69d619"	"deornoth-hekui"
"aye"	"freq100-aye-4707c4"	"cbdi-ashi"
"azure"	"ap21-25-azure-79f43c"	"dravash-ka"
"b"	"freq100-b-3e23e8"	"bruku-braki"
"ba"	"freq100-ba-970f51"	"fa-bantin"
"bab"	"ap3-bab-ecd"	"hrog-hrogarai"
"baba"	"freq100-baba-e75a6c"	"hekui-devis"
"babbling"	"freq100-babbling-cbf2c5"	"grotash-issenda-hekui"
"babe"	"freq100-babe-14d3f0"	"ardenuk-hekruhi"
"babes"	"freq100-babes-44fef9"	"cab-keep"
"babies"	"freq100-babies-502bb6"	"daki-brukash-gurmogi"
"baboons"	"ap31-36-baboons-0a3973"	"agarici-chesire-exieuk"
"baby"	"freq100-baby-a3ca38"	"flit-hekash"
"babylon"	"freq100-babylon-9fe3b1"	"flat-hrowka-gruul"
"babysit"	"freq100-babysit-80f6e4"	"dravu-kaat-kaag"
"babysitter"	"freq100-babysitter-19f704"	"ashuk-kal-bib"
"babysitting"	"freq100-babysitting-bb7fa2"	"gori-elfi-grodh-imla"
"bach"	"freq100-bach-a88074"	"gabh-ender"
"bachelor"	"freq100-bachelor-4adf75"	"chesire-hrowga-fa"
"back-plate"	"ap31-36-back-plate-05fed7"	"aele-keep-hrowkuk"
"backed"	"ap31-36-backed-546536"	"dakukash-draku-dakuruk"
"background"	"ap16-20-background-89b91d"	"dwarfuk-grot-brukur"
"backing"	"freq100-backing-bc3347"	"gorin-cab-deornoth"
"backs"	"ap21-25-backs-370f00"	"braku-bantin"
"backseat"	"freq100-backseat-0b773e"	"agh-dwarfi-dargur"
"backstage"	"freq100-backstage-c28ad2"	"grimuk-fcb-hrowka"
"backup"	"ap21-25-backup-54d00d"	"dakukash-hekmogi-bitin"
"backward"	"ap16-20-backward-47823b"	"cbdi-exarchuk-dargin"
"backwards"	"freq100-backwards-90c332"	"elfi-gruuli-dakukash"
"backyard"	"freq100-backyard-c5583c"	"grodhi-deornoth-dargu"
"bacon"	"freq100-bacon-9cca07"	"fcd-hekash"
"bacteria"	"freq100-bacteria-2ca822"	"bibuk-gorash-cab"
"bad"	"morz-61c"	"bitin-ash"
"badge"	"freq100-badge-8805cd"	"dwarfi-ash"
"badges"	"ap31-36-badges-83ad65"	"drukh-goruk-dwarf"
"badly"	"freq100-badly-b17dfa"	"gentle-efekt"
"bag's"	"ap21-25-bags-bcb11e"	"gorin-grimuk"
"bagel"	"freq100-bagel-576852"	"dakuru-dravash"
"baggage"	"freq100-baggage-1d6f21"	"bant-dravu-burzuk"
"bagged"	"ap16-20-bagged-39b5c1"	"brakur-grodin-hekruh"
"bags"	"ap16-20-bags-8ecbaf"	"efekt-hekfa"
"bah"	"freq100-bah-bcacb7"	"gorin-goru"
"bahamas"	"freq100-bahamas-f1ebd2"	"hrowgai-hush-hrowka"
"bail"	"freq100-bail-fa881a"	"hrowkur-falsta"
"bailed"	"freq100-bailed-4ef125"	"dak-in-cbdi"
"bailey"	"freq100-bailey-299d66"	"bibnak-gashu-dwarfi"
"bailiff"	"freq100-bailiff-ec6448"	"hrog-dragonuk-depth"
"bailiff’s"	"ap31-36-bailiffs-395f5a"	"brakur-doki-draviki"
"bailiwick"	"ap26-30-bailiwick-dde911"	"hekfai-hrowkur-brakash"
"bait"	"freq100-bait-0fb532"	"arandia-grodin"
"bake"	"freq100-bake-3c8c08"	"brukash-fce"
"baked"	"freq100-baked-0c49b4"	"ak-darg"
"baker"	"freq100-baker-530c4f"	"dakuk-bant"
"bakery"	"freq100-bakery-144ac8"	"ardenuk-dargash-helix"
"baking"	"freq100-baking-56bbbb"	"dakuri-grotin-hekfai"
"balboa"	"freq100-balboa-4b97cf"	"colossal-gabh-hrowgai"
"balcony"	"freq100-balcony-4095f6"	"burdock-flow-khang"
"bald"	"ap4-bald-62c"	"dca-hekfai"
"balding"	"ap3-bald-62c-in"	"hush-iku-gabh"
"baldrick"	"freq100-baldrick-038e2c"	"adc-flat-dak"
"bale"	"freq100-bale-56d911"	"dakuri-helix"
"baleful"	"ap16-20-baleful-f4af55"	"hrowka-grak-drath"
"bali"	"freq100-bali-c0a466"	"grak-goblin"
"baliff's"	"ap31-36-baliffs-081975"	"aelfuk-bibnaki-fa"
"ball"	"ap26-30-ball-e9de08"	"hekur-hroguk"
"ballerina"	"freq100-ballerina-5237f5"	"dakku-cec-khaluk"
"ballet"	"freq100-ballet-24db86"	"bdc-hrog-gabh"
"ballistics"	"freq100-ballistics-720530"	"dokur-ash-dakku"
"balloon"	"freq100-balloon-00477a"	"aae-dakuruk-fcd"
"balloons"	"freq100-balloons-e8a4d3"	"hekuk-goblin-hrowkai"
"ballroom"	"freq100-ballroom-a4ca4f"	"flitin-hekash-doku"
"balls"	"freq100-balls-348d77"	"braki-fentrest"
"baloney"	"freq100-baloney-96ec2f"	"exodore-ik-dakkin"
"baltimore"	"freq100-baltimore-40602f"	"burdock-doku-dakkin"
"bam"	"freq100-bam-bd6679"	"goru-drath"
"ban"	"freq100-ban-b2a96c"	"ghash-gord"
"banana"	"freq100-banana-b493d4"	"giodon-flitin-hrowkash"
"bananas"	"freq100-bananas-e4ba5c"	"hekruhi-grotash-dravku"
"band"	"ap21-25-band-65f15c"	"dcf-in"
"bandage"	"ap31-36-bandage-fe4190"	"iku-dakku-ghash"
"bandages"	"ap16-20-bandages-dd4f41"	"hekfai-dargur-dcbi"
"bandits"	"freq100-bandits-68dad4"	"demetra-here-hrowkash"
"bands"	"ap21-25-bands-1a5db2"	"ashur-dok"
"bang"	"freq100-bang-1ae3d3"	"ashur-hrowka"
"banged"	"freq100-banged-a45392"	"flitin-dcd-giodon"
"banging"	"freq100-banging-6a73e0"	"depth-drukhi-in"
"bangkok"	"freq100-bangkok-d93acc"	"gurmoguk-colossal-hrogarai"
"banish"	"ap4-banish-cd2"	"grow-brakkin-dravik"
"banished"	"freq100-banished-988087"	"faf-ender-gakh"
"bank"	"freq100-bank-4381dc"	"burzuk-evazhun"
"banker"	"freq100-banker-397e53"	"brakur-elf-dragonuk"
"bankers"	"freq100-bankers-2819e5"	"bibi-bibnaki-kaat"
"banking"	"freq100-banking-68ba9b"	"demetra-grotash-goru"
"bankrupt"	"freq100-bankrupt-8a1298"	"dwimmer-bbc-gord"
"bankruptcy"	"freq100-bankruptcy-fdc491"	"ik-gruuluk-gio"
"banks"	"freq100-banks-b9a160"	"gorash-ghash"
"banned"	"freq100-banned-7b4125"	"dravik-dakku-cbdi"
"banner"	"freq100-banner-8c7ed2"	"ebb-elf-hrowka"
"bannister"	"freq100-bannister-e87775"	"hekuk-dwarfi-fa"
"banquet"	"freq100-banquet-f4549a"	"hrowka-dcf-gorin"
"baptist"	"freq100-baptist-3809e5"	"brakuk-ashur-kaat"
"baptized"	"freq100-baptized-0ac2ec"	"agarici-gruul-karnu"
"bar"	"ap26-30-bar-fcde2b"	"hush-hroguk"
"barb"	"freq100-barb-71fce4"	"doku-karnt"
"barbara"	"freq100-barbara-4da860"	"crossbow-gorash-drow"
"barbecue"	"freq100-barbecue-ab5c95"	"gashash-disaster-gog"
"barber"	"freq100-barber-b67b8e"	"goblini-ebb-gashuri"
"barbershop"	"freq100-barbershop-5d144b"	"dargin-bdci-disaster"
"barbie"	"freq100-barbie-15065d"	"arhk-ashdak-dravkui"
